VNUM	LOCALE_NAME
933	Vzteklý muž útrapy
934	Vzteklý bojovník útrapy
935	Vzteklý oštěpař útrapy
936	Vztek.lukostřelec útrapy
937	Hněvivý vůdce útrapy
991	Vejce útrapy
992	Nosič útrapy
993	Obrovský nosič útrapy
1001	Voják démonů
1002	Lukostřelec démonů
1003	Oštěpař démonů
1004	Démonní šaman
1031	Hnusný voják
1032	Hnusný lukostřelec
1033	Hnusný oštěpař
1034	Hnusný šaman
1035	Duch zášti
1036	Duch chaosu
1037	Hnusný vůdce démonů
1038	Mistr meče umrlčí lebky
1039	Létající lebka
1040	Nesmrtelný duch
1041	Démonické zvíře
1061	Hnusný duch vojáka
1062	Hnusný duch střelce
1063	Hnusný duch bojovníka
1064	Hnusný duch šamana
1065	Hnusný duch zášti
1066	Hnusný duch chaosu
1067	Hnusný duch vůdce
1068	Duch mistra meče
1069	Hnusná létající lebka
1070	Nesmrtelný duch
1071	Démonické zvíře
1091	Král démonů
1092	Hrdý král démonů
1093	Zubatá s kosou
1094	Hnusný král démonů
1095	Modrá smrt
1096	????
1101	Začarované ledoviště
1102	Ledová zabijácká velryba
1103	Ledový hmyz
1104	Ledový lev
1105	Ledový muž
1106	Yeti
1107	Ledový golem
1131	Podzemní ledová tříska
1132	Podzemní rohatý plejtvák
1133	Podzemní ledový hmyz
1134	Podzemní ledový lev
1135	Podzemní ledový muž
1136	Podzemní Yeti
1137	Podzemní ledový golem
1151	Ledový ďábel
1152	Ledová zabijácká velryba
1153	Ledový hmyz
1154	Seol-Gu
1155	Ledový muž
1156	Ledový obr
1157	Ledový golem
1171	Zlé začarované ledoviště
1172	Zlý plejtvák -zabiják
1173	Zlý ledový hmyz
1174	Zlý ledový lev
1175	Zlý ledový muž
1176	Zlý yeti
1177	Zlý ledový golem
1191	Ledová čarodějnice
1192	Velká ledová čarodějnice
1301	Žabovoják
1302	Vůdce žabovojáků
1303	Zloduch
1304	Žlutý duch tygra
1305	Generál - obří ropucha
1306	Zlý žlutý duch tygra
1307	Zlý žlutý duch tygra
1308	NoNAme
1309	NoNAme
1310	NoNAme
1331	Velký žabovoják
1332	Velký vůdce žabovojáků
1333	Velký zloduch
1334	Velký žlutý duch tygra
1335	Vel.generál-obří ropucha
1401	Ničitel
1402	Sekyrník
1403	Tisícibojovník
1501	Kamenný golem
1502	Kamenožrout
1503	Obrovský skalní golem
1601	Válečný ogr
1602	Krvelačný ogr
1603	Zuřivý ogr
1901	Devítiocas
1902	Silný Devítiocas
1903	Silný Devítiocas
1904	NoNAme
1905	NoNAme
1906	NoNAme
2001	Pavouček
2002	Jedovatý pavouk
2003	Červený jedovatý pavouk
2004	Spárovatý pavouk
2005	Vojenský pavouk
2031	Jedovatý pavouček
2032	Smrtelně jedovatý pavouk
2033	Červený smrtící pavouk
2034	Spárovatý jed. pavouk
2035	Jedovatý voj. pavouk
2036	Hrdý voj. jed. pavouk
2051	Zlý jedovatý pavouček
2052	Zlý smrtící jed. pavouk
2053	Zlý červený jed. pavouk
2054	Zlý jed.spárovatý pavouk
2055	Zlý jedovatý voj.pavouk
2061	Malý jedovatý pavouk
2062	Smrtelně jedovatý pavouk
2063	Červený smrt.jed. pavouk
2064	Spárovatý jed. pavouk
2065	Jedovatý voj. pavouk
2071	Brutální jed. pavouček
2072	Brutál.smrt. jed. pavouk
2073	Brutál. červ. jed.pavouk
2074	Brutál.spár. jed. pavouk
2075	Brutál. voj. pavouk
2076	Brutál. sil. jed. pavouk
2091	Královna pavouků
2092	Pavoučí baronka
2093	Tmavá královna pavouků
2094	Pavoučí baron
2095	Pavoučí vejce
2101	Pouštní liška
2102	Létající pouštní oko
2103	Král štírů
2104	Mladý štíří muž
2105	Štíří lukostřelec
2106	Hadí bojovník s mečem
2107	Hadí lukostřelec
2108	Pouštní bandita
2131	Bestiální štíří muž
2132	Štíří lukostřelec
2133	Hadí bojovník s mečem
2134	Hadí lukostřelec
2135	Pouštní bandita
2151	Silná pouštní liška
2152	Silný derviš
2153	Silný král štírů
2154	Silný štíří muž
2155	Silný štíří lukostřelec
2156	Silný hadí bojovník
2157	Silný hadí střelec
2158	Silný pouštní bandita
2191	Velká pouštní želva
2192	Tmavá pouštní želva
2201	Zotročený bojový tygr
2202	Duch plamenů
2203	Bojový tygr
2204	Plamen
2205	Ohnivý válečník
2206	Král plamenů
2207	Tmavý král plamenů
2231	Silný zotroč. boj. tygr
2232	Silný duch plamenů
2233	Silný bojový tygr
2234	Silný duch plamenů
2235	Silný ohnivý válečník
2291	Červený drak
2301	Strom duchů
2302	Pařez duchů
2303	Dryáda
2304	Vrba duchů
2305	Zlý strom
2306	Obrovský strom duchů
2307	Lord stromů duchů
2311	Červený strom duchů
2312	Červený pařez duchů
2313	Červená dryáda
2314	Červená vrba duchů
2315	Červený zlý strom
2401	Bojovník Setaou
2402	Lovec Setaou
2403	Duchovní Setaou
2404	Velitel Setaou
2411	Voják Setaou
2412	Lučištník Setaou
2413	Úředník Setaou
2414	Komandant Setaou
2431	????
2432	????
2433	????
2434	????
2451	?????
2452	?????
2453	?????
2454	?????
2491	Kapitán Yonghan
2492	Generál Yonghan
2493	Beran-Setaou
2494	Kapitán Huashin
2495	Generál Huashin
2501	Pekelná medůza
2502	Pekelný chrt
2503	Zombie
2504	Pekelný důstojník
2505	Pekelný strážce
2506	Dvouhl. pekelný střelec
2507	Pekelný dráp
2508	Pekelný válečník
2509	Pekelný střelec
2510	Pekelný kopiník
2511	Pekelný kněží
2512	Pekelný vůdce
2513	Pekelný řezník
2514	Pekelný generál
2541	Zlý pekelný válečník
2542	Zlý pekelný střelec
2543	Zlý pekelný kopiník
2544	Zlý pekelný kněží
2545	Zlý pekelný vůdce
2546	Zlý pekelný řezník
2547	Zlý pekelný generál
2591	Tartaros
2592	Pekelný bastard
2593	Pekelný bastard
2594	Pekelný bastard
2595	Erebos
2596	Azraelův zplozenec
2597	Charon
2598	Azrael
3001	Válečník Gnollů
3002	Lučištník Gnollů
3003	Obránce Gnollů
3004	Kouzelník Gnollů
3005	Generál Gnollů
3090	Lord Gnollů
3091	Vrchní strážný Gnollů
3101	Jednooký rváč
3102	Kyklopský voják
3103	Kyklopský kouzelník
3104	Kyklopský popravčí
3105	Generál Outis
3190	Argové
3191	Polyphemos
3201	Manticora válečník
3202	Manticora voják
3203	Manticora mág
3204	Manticora popravčí
3205	General Kor
3290	Rakshasa
3291	Martyaxwar
3301	Lemuří válečník
3302	Lemuří voják
3303	Lemuří kouzelník
3304	Lemuří popravčí
3305	Lemuří generál
3390	Lemuří princ
3391	Lemuří ochránce
3401	Tritoní muréna
3402	Žraločí voják
3403	Tritoní kouzelník
3404	Tritoní lovec
3405	Tritoní sekáč
3490	General Kappa
3491	Triton
3501	Amazonka Rudých zlodějů
3502	Vrah Rudých zlodějů
3503	Kouzelník Rudých zlodějů
3504	Popravčí Rudých zlodějů
3505	Černý generál
3551	Brut. amaz. Rud. zlodějů
3552	Brut. vrah Rud. zlodějů
3553	Brut. kouz. Rud. zlodějů
3554	Brut. popr. Rud. zlodějů
3555	Bílý generál
3590	Lebkoun
3591	Rudý šéf
3595	Brutální lebkoun
3596	Brutální rudý šéf
3601	Krabí válečník
3602	Lučištník škorpión
3603	Granátový voják
3604	Démonický poustevník
3605	Obrněný krab
3690	Generál Humr
3691	Královský krab
3701	Gigantický kousal
3702	Gigantický řezník
3703	Gigantický mág
3704	Dvojobr
3705	Kapitán Hák
3790	Gargoyle
3791	Král Wubba
3801	Hangork
3802	Zlobří lučištník
3803	Hádavý zlobr
3804	Mág zlobrů
3805	General Ogg
3890	Kapitán Shruk
3891	Velký zlobr
3901	Willowman
3902	Eoten
3903	Skouman
3904	Kapitán Hák
3905	Se-Rang
3906	Jin-Hee
3907	Kouzelník Rudých zlodějů
3908	Brut. popr. Rud. zlodějů
3909	Bílý generál
3910	Lebkoun
3911	Aku-Boku
3912	Arboretum
3913	Sycomore
5001	Pirát Tanaka
5002	Hae-Tae
5003	Opice
5004	Pirát Tanaka
5101	Slabý opičí voják
5102	Slabý opičí vrhač
5103	Slabý opičí bojovník
5104	Slabý opičí generál
5111	Opičí voják
5112	Opičí vrhač
5113	Opičí bojovník
5114	Opičí generál
5115	Kamenná opice
5116	Opičí vůdce
5121	Silný opičí voják
5122	Silný opičí vrhač
5123	Silný opičí bojovník
5124	Silný opičí generál
5125	Silná kamenná opice
5126	Silná zlatá opice
5127	Silný opičí vůdce
5131	Malý chytrý opičí voják
5132	Malý chytrý opičí vrhač
5133	Malý chytrý op. bojovník
5134	Malý chytrý op. generál
5141	Chytrý opičí voják
5142	Chytrý opičí vrhač
5143	Chytrý opičí bojovník
5144	Chytrý opičí generál
5145	Chytrá kamenná opice
5146	Chytrý opičí vůdce
5151	Zlý opičí voják
5152	Zlý opičí vrhač
5153	Zlý opičí bojovník
5154	Zlý opičí generál
5155	Zlá kamenná opice
5156	Zlá zlatá opice
5157	Zlý opičí vůdce
5161	Skalní opice
5162	Chodící opice
5163	Opičí lord
6001	Ember Flame Ghost
6002	Ember Flame Tiger
6003	Ember Flame
6004	Ember Flame Warrior
6005	Ember Flame King
6006	Ember Flame Golem
6007	Ember Flame Beard
6008	Ember Flame General
6009	Ember Flame Chieftain
6051	Ignitor
6091	Razador
6101	Frost Crystal
6102	Frost Bug
6103	Frost Man
6104	Frost Yeti
6105	Frost Golem
6106	Frost Troll
6107	Frost Beard
6108	Frost General
6109	Frost Lord
6151	Szel
6191	Nemere
7001	Opičí voják
7002	Opičí jezdec
7003	Opičí voják Gimu
7004	Opičí velitel
7005	Kamenná opice
7006	Zlatá opice
7007	Opičí generál
7008	Dělník Tu-Gui
7009	Zkoušející vojáků Tu-Gui
7010	Bílý velitel Tu-Gui
7012	Bi-Ma-Gui-An
7013	Štíří král
7014	Chytrý štíří muž
7015	Štíří lukostřelec
7016	Hadí bojovník s mečem
7017	Hadí lukostřelec
7018	Pouštní bandita
7019	Voják Tu-Ji
7020	Hwa-ryung
7021	Povaleč Tu-Ji
7022	Cham-Ma
7023	Teawha-Mu
7024	Juk-Gui
7025	Dung-Juk
7026	Juk-Mok
7027	Hwaryu Juk
7028	Černý Juk-Guimok
7029	NoNAme
7030	NoNAme
7031	NoNAme
7032	NoNAme
7033	NoNAme
7034	NoNAme
7035	NoNAme
7036	NoNAme
7037	NoNAme
7038	NoNAme
7039	NoNAme
7040	NoNAme
7041	NoNAme
7042	NoNAme
7043	NoNAme
7044	NoNAme
7045	NoNAme
7046	NoNAme
7047	NoNAme
7048	NoNAme
7049	NoNAme
7050	NoNAme
7051	NoNAme
7052	NoNAme
7053	NoNAme
7054	NoNAme
7055	NoNAme
7056	NoNAme
7057	NoNAme
7058	NoNAme
7059	NoNAme
7060	NoNAme
7061	NoNAme
7062	NoNAme
7063	NoNAme
7064	NoNAme
7065	NoNAme
7066	NoNAme
7067	NoNAme
7068	NoNAme
7069	NoNAme
7070	NoNAme
7071	NoNAme
7072	NoNAme
7073	NoNAme
7074	NoNAme
7075	NoNAme
7076	NoNAme
7077	NoNAme
7078	NoNAme
7079	NoNAme
7080	NoNAme
7081	NoNAme
7082	NoNAme
7083	NoNAme
7084	NoNAme
7085	NoNAme
7086	NoNAme
7087	NoNAme
7088	NoNAme
7089	NoNAme
7090	NoNAme
7091	NoNAme
7092	NoNAme
7093	NoNAme
7094	NoNAme
7095	NoNAme
7096	NoNAme
8001	Metin smutku
8002	Metin boje
8003	Metin bitvy
8004	Metin lačnosti
8005	Metin černoty
8006	Metin tmy
8007	Metin žárlivosti
8008	Metin duše
8009	Metin stínu
8010	Metin tvrdosti
8011	Metin ďábla
8012	Metin pádu
8013	Metin smrti
8014	Metin vraždy
8015	Metin tvrdosti
8016	Metin ďábla
8017	Metin pádu
8018	Metin smrti
8019	Metin vraždy
8020	Balvan Shinsoo
8021	Balvan Jinno
8022	Balvan Chunjo
8023	Císařský Balvan
8024	Metin Pung-Ma
8025	Metin Ma-An
8026	Metin Tu-Young
8027	Metin Jeon-Un
8031	Metin pohoří
8032	Metin pomsty
8033	Metin samoty
8034	Metin nadutosti
8035	Metin vykoupení
8036	Metin zrady
8037	Metin zášti
8038	Metin odplaty
8039	Metin pýchy
8040	Metin nenávisti
8041	Velikonoční Metin
8042	Velikonoční Metin
8043	Velikonoční Metin
8044	Velikonoční Metin
8045	Velikonoční Metin
8046	Velikonoční Metin
8047	Velikonoční Metin
8048	Velikonoční Metin
8049	Velikonoční Metin
8050	Velikonoční Metin
8051	Metin soumraku
8052	Metin žáru
8053	Metin marnosti
8054	Metin zloby
8055	Metin zkázy
8056	Metin zlomyslnosti
8057	Purgatory Fire Metin
8101	Metin smutku
8102	Metin boje
8103	Metin bitvy
8104	Metin lačnosti
8105	Metin černoty
8106	Metin tmy
8107	Metin žárlivosti
8108	Metin duše
8109	Metin stínu
8110	Metin tvrdosti
8111	Metin ďábla
8112	Metin pádu
8113	Metin smrti
8114	Metin vraždy
8501	Divoký pes
8502	Divočák
8503	Medvěd
8504	Bílý tygr
8505	Černý obří ork
8506	Vůdce žab
8507	Pouštní bandita
8508	Ezoterický mučitel
8509	Ezoterický zaříkávač
8510	Ohnivý válečník
8511	Ledový golem
8600	?????
8601	?????
8602	?????
8603	?????
8604	????
8605	????
8606	??
8607	??
8608	???
8609	???
8610	?????
8611	?????
8612	????
8613	????
8614	??????
8615	??????
9001	Obchodník se zbraněmi
9002	Obchodník s výzbrojí
9003	Obchodnice smíš. zbožím
9004	Pomocnice při událostech
9005	Správce skladu
9006	Stařenka
9007	Obchodník se zbraněmi
9008	Obchodník s výzbrojí
9009	Rybář
9010	Obchod se smíš. zbožím
9011	Manažerka svateb
9012	Teleportér
10001	Oblast_Jayang 4002 8995
10002	Oblast_Yongan 4503 9050
10003	Oblast_Bokjung 1118 2161
10004	Oblast_Joan 876 2131
10005	Oblast_Bakra 9064 2214
10006	Oblast_Pyungmo 9372 2188
10007	Oblast_Yongan 4188 9560
10008	Oblast_Jayang 3179 8332
10009	Oblast_Joan 897 1127
10010	Oblast_Bokjung 1759 2210
10011	Oblast_Pyungmo 9343 3143
10012	Oblast_Bakra 8348 2926
10013	Chrám_Hwang 5536 1441
10014	Seungryong 3326 7468
10015	Poušť_Yongbi 3467 6329
10016	Kuahlo_Dong 600 4960
10017	Chrám_Hwang 5906 1102
10018	Věž_Gumsan 2165 7270
10019	Oblast_Jayang 3211 9009
10020	Jungrang 1356 43
10021	Oblast_Bokjung 1168 2920
10022	Varyong 2219 93
10023	Oblast_Bakra 9098 2948
10024	Imha 2718 130
10025	Hora_Sohan 4993 2984
10026	Lungsam 2887 57
10027	Lungsam 2866 437
10028	Červený_les 11199 708
10029	Hadí_pole 10590 7262
10030	Poušť_Yongbi 3519 6223
10031	Hadí_pole 10590 7262
10032	Země_obrů 8283 7635
10033	Sluj_Zin 10594 7525
10034	Sluj_Zin_2 10594 7525
10035	Deon-Zeon 917 5253
10036	Deon-Zeon_2 7041 4642
10037	??? 3809 8233
10038	??? 9752 1330
10039	??? 1917 2900
10040	??? 9239 1836
10041	??? 8316 2154
10042	??? 9772 1850
10043	??? 3819 2969
10044	??? 10189 1484
10045	??? 3819 2969
10046	??? 9774 1501
10047	??? 2699 6752
10048	??? 9679 1994
10049	??? 2699 6752
10050	??? 9256 2012
10051	???? 3478 6189
10052	??? 9780 1995
10053	???? 3478 6189
10054	??? 10190 2002
10055	???? 6011 6874
10056	??? 4368 2158
10057	??? 3355 7558
10058	???? 5943 1337
10059	???1 0 10496
10060	????1 1536 10496
10061	????1 4608 10496
10062	???1 6144 10496
10063	??? 3031 266
10064	???? 11133 534
10065	???? 7754 10553
10066	????? 9915 11195
10067	Opičí_jeskyně 7752 4477
10068	Oblast_Jayang 4062 8756
10069	Opičí_jeskyně 8520 4477
10070	Oblast_Bokjung 1611 2130
10071	Opičí_jeskyně 9288 4477
10072	Oblast_Bakra 8727 2100
10073	Poušť_Yongbi 3061 6202
10074	Opičí_jeskyně 1352 6532
10075	Poušť_Yongbi 2879 5407
10076	Opičí_jeskyně 1352 7300
10077	????1? 9 12078
10078	??? 2842 8106
10079	????1? 1459 13236
10080	????2? 2413 12755
10081	????1? 99 13618
10082	???? 5028 9998
10083	????1? 1360 14972
10084	????2? 2414 14289
10085	????1? 99 15154
10086	???? 616 1148
10087	????1? 1360 16508
10088	????2? 2414 15825
10089	????1? 99 16690
10090	???? 9609 3188
10091	????1? 1360 18044
10092	????2? 2414 17361
10093	Dračí_brána 1731 12205
10094	Dračí_brána 1733 13743
10095	Dračí_brána 1728 15277
10096	Dračí_brána 1724 16824
10097	°ĹąĚµż±Ľ2Ăţ 7040 5235 
10098	°ĹąĚµż±Ľ3Ăţ 984 5711
10099	Záliv 11043 17885
10100	Záliv 10963 16744
10101	Nefritový 10869 16558
10102	Záliv 11664 16779
10103	Hory 11345 16546
10104	Hory 11921 16550
10105	Gautama 12263 16811
10501	. 345 361
10502	. 106 547
10503	. 75 368
10504	. 89 746
10505	. 520 352
10506	. 541 45
10507	. 211 109
10508	. 615 49
10509	. 284 705
10510	. 145 310
10511	. 553 285
10512	. 487 274
10513	. 626 291
10514	. 285 569
10515	. 80 303
10516	. 315 238
10517	. 416 272
10518	. 72 498
10519	. 215 495
10520	. 523 415
10521	. 72 498
10522	. 518 480
10523	. 583 379
10524	. 459 558
10601	. 345 361
10602	. 520 352
10603	. 487 274
10604	. 75 368
10605	. 211 109
10606	. 215 495
10607	. 315 238
10608	. 520 352
10609	. 284 705
10610	. 145 310
10611	. 416 272
10612	. 80 303
10613	. 72 498
10614	. 106 547
10615	. 523 415
10616	. 541 45
10617	. 72 121
10618	. 518 480
10619	. 89 746
10620	. 285 569
10621	. 615 49
10622	. 72 498
10623	. 583 379
10624	. 459 558
10625	. 609 553
10626	. 594 338
10701	. 75 368
10702	. 541 45
10703	. 615 49
10704	. 284 705
10705	. 520 352
10706	. 553 285
10707	. 145 310
10708	. 345 361
10709	. 523 415
10710	. 72 498
10711	. 626 291
10712	. 487 274
10713	. 72 498
10714	. 106 547
10715	. 518 480
10716	. 285 569
10717	. 80 303
10718	. 211 109
10719	. 416 272
10720	. 215 495
10721	. 315 238
10722	. 89 746
10723	. 583 379
10724	. 459 558
10725	. 609 553
10726	. 594 338
10801	. 70 581
10802	. 69 664
10803	. 132 660
10804	. 184 566
10805	. 285 567
10806	. 272 636
10807	. 191 667
10808	. 345 563
10809	. 400 570
10810	. 68 806
10811	. 140 811
10812	. 189 722
10813	. 274 722
10814	.233 780
10815	. 318 780
10816	. 273 833
10817	.356 717
10818	.412 712
10819	. 372 776
10820	. 354 840
10821	. 366 817
10822	. 420 841
10823	. 94 846
10824	. 63 864
10825	. 131 866
10826	. 59 920
10827	. 91 940
10828	. 135 919
10829	. 194 870
10830	. 243 862
10831	. 312 861
10832	. 373 893
10833	. 406 880
10834	. 422 935
10835	. 500 807
11000	Strážce návsi
11001	Správce bitev
11002	Strážce návsi
11003	Správce bitev
11004	Strážce návsi
11005	Správce bitev
11100	Strážce návsi
11101	Správce bitev
11102	Strážce návsi
11103	Správce bitev
11104	Strážce návsi
11105	Správce bitev
11106	???
11107	???
11108	???
11109	???
11110	???
11111	???
11112	???
11113	???
11114	???
11115	???
11116	???
11117	???
11505	Zlatá žába
11506	??
11507	??
11508	??
11509	??
11510	??
12000	Táborák
13000	Dřevěná brána
13001	Kamenná brána
14000	Dílna
14001	Dílna
14002	Dílna
14003	Dílna
14004	Dílna
14005	Dílna
14006	Dílna
14007	Dílna
14008	Dílna
14009	Dílna
14010	Oltář
14011	Oltář
14012	Oltář
14013	Oltář
14014	Oltář
14015	Oltář
14016	Oltář
14017	Oltář
14018	Oltář
14019	Oltář
14020	Hlavní základna
14021	Hlavní základna
14022	Hlavní základna
14023	Hlavní základna
14024	Hlavní základna
14025	Hlavní základna
14026	Hlavní základna
14027	Hlavní základna
14028	Hlavní základna
14029	Hlavní základna
14030	Tréninkový tábor
14031	Tréninkový tábor
14032	Tréninkový tábor
14033	Tréninkový tábor
14034	Tréninkový tábor
14035	Tréninkový tábor
14036	Tréninkový tábor
14037	Tréninkový tábor
14038	Tréninkový tábor
14039	Tréninkový tábor
14040	Kamna
14041	Kamna
14042	Kamna
14043	Kamna
14044	Kamna
14045	Kamna
14046	Kamna
14047	Kamna
14048	Kamna
14049	Kamna
20001	Alchymista
20002	Aranyo
20003	Ah-Yu
20004	Žebrák
20005	Yonah
20006	Mirine
20007	Správce tábora
20008	Octavio
20009	Stařec
20010	Obchodní cestující
20011	Uriel
20012	Yu-Rang
20013	Rybář
20014	Taurean
20015	Deokbae
20016	Kovář
20017	Yu-Hwan
20018	Baek-Go
20019	Yang-Shin
20020	Zrádce Balso
20021	Ariyoung
20022	Huahn-So
20023	Soon
20024	Harang
20025	.
20026	Ji-Ryu
20027	Gillian
20028	Mirinin bratr
20029	Pony
20030	Kůň
20031	Santa Claus
20032	Vánoční stromek
20033	Vánoční stromek
20034	Vánoční stromek
20035	Vlajka
20036	Vlajka
20037	Vlajka
20038	..
20039	.
20040	Správce pozemků
20041	Opilý občan
20042	Obchodní cestující
20043	.
20044	Zbrojíř
20045	Platnéř
20046	Klenotník
20047	Diamantová žíla
20048	Jantarová žíla
20049	Naleziště zkamen. dřeva
20050	Měděná žíla
20051	Stříbrná žíla
20052	Zlatá žíla
20053	Nefritová žíla
20054	Naleziště eben. dřeva
20055	Stoh mušlí
20056	Žíla bílého zlata
20057	Naleziště křišťálů
20058	Křemenová žíla
20059	Naleziště nebeských slz
20060	Alchymista diamantů
20061	Alchymista jantaru
20062	Alchymista zkamen. dřeva
20063	Alchymista mědi
20064	Alchymista stříbra
20065	Alchymista zlata
20066	Alchymista nefritu
20067	Alchymista eben. dřeva
20068	Alchymista perel
20069	Alchymista bílého zlata
20070	Alchymista křišťálů
20071	Alchymista křemene
20072	Alchymista nebeských slz
20073	Stará pečeť
20074	Zbrojíř z věže
20075	Platnéř z věže
20076	Klenotník z věže
20077	Strážce oltáře
20078	Strážce oltáře
20079	Strážce oltáře
20080	Vedoucí výcviku
20081	Ukradená pečeť chodby
20082	Mistr
20083	Jegal-Tunseok
20084	Biolog Chaegirab
20085	Jimjunja
20086	Handu-Up
20087	Wonda-Rim
20088	Chuk-Sal
20089	Pung-Ho
20090	Heuk-Young
20091	Seon-Pyeong
20092	Hwa-Hee
20093	Koe-Pung
20094	Hong-Hae
20095	Seon-Hae
20096	??? ???
20097	Brána hradu
20098	Brána hradu
20099	Brána hradu
20101	Bílý kůň
20102	Hnědý kůň
20103	Černý kůň
20104	Bílý kůň
20105	Hnědý kůň
20106	Černý kůň
20107	Bílý kůň
20108	Hnědý kůň
20109	Černý kůň
20110	Divoký kanec
20111	Vlk
20112	Tygr
20113	Lev
20114	white lion
20115	Divoký bojový kanec
20116	Bojový vlk
20117	Bouřlivý tygr
20118	Bojový lev
20119	NoNAme
20120	?????
20121	?????
20122	?????
20123	?????
20124	?????
20125	?????
20126	Santa Claus
20201	??????
20202	??????
20203	?????
20204	???????
20205	?????? ??????
20206	?????? ??????
20207	?????? ?????
20208	?????? ???????
20209	?????? ??????
20210	?????? ??????
20211	?????? ?????
20212	?????? ???????
20213	?????????
20214	?????? ?????????
20215	?????? ?????????
20216	????????
20217	?????? ????????
20218	?????? ????????
20219	blackpony
20220	Ĺ©¸®˝ş¸¶˝ş Ľř·Ď
